Simulation Name,PID,eventName,eventDateTime,isPartOfCompromise,order,scenario,infoRequested,emailSubject,MANIPULATION,Group,country,age_bin,read,EventDate,EventTime,EventDay,EventTimeBin,EventHour,EventTimeBin_OneHour
MSC3,90,SuccessfullyDeliveredEmail,2023-06-06 13:46:00,False,3,G06,A,FINAL NOTICE: Rent,C * MS,A,BY Burundi,25 - 34,1,2023-06-06,13:46:00,Tuesday,Afternoon,13,13:00–13:59
MSC3,104,SuccessfullyDeliveredEmail,2023-06-06 13:46:00,False,3,G06,A,FINAL NOTICE: Rent,C * MS,A,CG Democratic Republic of Congo,18 - 24,1,2023-06-06,13:46:00,Tuesday,Afternoon,13,13:00–13:59
DSPC2,87,MessageReplied,2023-06-05 07:30:00,False,2,Y08,S,Complete Application,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-05,07:30:00,Monday,Morning,07,07:00–07:59
DSPC2,87,MessageRead,2023-06-04 19:57:00,False,2,Y08,S,Complete Application,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-04,19:57:00,Sunday,Evening,19,19:00–19:59
DSPC2,86,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,92,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,93,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,2,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,89,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,91,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,65 - 74,3,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,94,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,65 - 74,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,87,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,95,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,98,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,99,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,100,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,3,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,101,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,SS South Sudan,35 - 44,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,103,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,103,MessageRead,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,104,SuccessfullyDeliveredEmail,2023-06-04 19:15:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,18 - 24,1,2023-06-04,19:15:00,Sunday,Evening,19,19:00–19:59
DSPC2,88,SuccessfullyDeliveredEmail,2023-06-04 19:14:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-04,19:14:00,Sunday,Evening,19,19:00–19:59
DSPC2,96,SuccessfullyDeliveredEmail,2023-06-04 19:14:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-04,19:14:00,Sunday,Evening,19,19:00–19:59
DSPC2,97,SuccessfullyDeliveredEmail,2023-06-04 19:14:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,19:14:00,Sunday,Evening,19,19:00–19:59
DSPC2,102,SuccessfullyDeliveredEmail,2023-06-04 19:14:00,False,2,Y08,S,Complete Application,PC * DS ,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,19:14:00,Sunday,Evening,19,19:00–19:59
DSPC2,90,SuccessfullyDeliveredEmail,2023-06-04 19:14:00,False,2,Y08,S,Complete Application,PC * DS ,A,BY Burundi,25 - 34,1,2023-06-04,19:14:00,Sunday,Evening,19,19:00–19:59
MSPC2,86,MessageRead,2023-06-04 06:13:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:13:00,Sunday,Morning,06,06:00–06:59
MSC2,86,MessageRead,2023-06-04 06:13:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:13:00,Sunday,Morning,06,06:00–06:59
DSC2,86,MessageRead,2023-06-04 06:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:13:00,Sunday,Morning,06,06:00–06:59
MSPC1,86,MessageRead,2023-06-04 06:12:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:12:00,Sunday,Morning,06,06:00–06:59
DSC,86,MessageRead,2023-06-04 06:12:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:12:00,Sunday,Morning,06,06:00–06:59
DSPC1,86,MessageRead,2023-06-04 06:12:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:12:00,Sunday,Morning,06,06:00–06:59
MSC1,86,MessageRead,2023-06-04 06:11:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-04,06:11:00,Sunday,Morning,06,06:00–06:59
MSC2,97,MessageRead,2023-06-04 01:46:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,01:46:00,Sunday,Night,01,01:00–01:59
DSC,97,MessageRead,2023-06-04 01:45:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-04,01:45:00,Sunday,Night,01,01:00–01:59
DSC2,87,MessageReplied,2023-06-04 00:49:00,False,2,P10,X,Lost Package,C * DS,A,MW Malawi,25 - 34,1,2023-06-04,00:49:00,Sunday,Night,00,00:00–00:59
MSPC2,87,MessageReplied,2023-06-04 00:36:00,False,2,B10,B,HIRING: Update,PC * MS,A,MW Malawi,25 - 34,1,2023-06-04,00:36:00,Sunday,Night,00,00:00–00:59
DSC2,87,EmailLinkClicked,2023-06-04 00:24:00,False,2,P10,X,Lost Package,C * DS,A,MW Malawi,25 - 34,1,2023-06-04,00:24:00,Sunday,Night,00,00:00–00:59
DSC2,87,MessageRead,2023-06-04 00:23:00,False,2,P10,X,Lost Package,C * DS,A,MW Malawi,25 - 34,1,2023-06-04,00:23:00,Sunday,Night,00,00:00–00:59
DSC2,88,MessageRead,2023-06-03 23:55:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-03,23:55:00,Saturday,Night,23,23:00–23:59
DSC2,92,MessageRead,2023-06-03 21:07:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-03,21:07:00,Saturday,Night,21,21:00–21:59
DSC2,86,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,92,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,89,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,91,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,65 - 74,3,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,94,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,65 - 74,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,87,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,MW Malawi,25 - 34,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,95,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,98,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,99,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,100,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,3,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,101,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,SS South Sudan,35 - 44,1,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,103,SuccessfullyDeliveredEmail,2023-06-03 20:14:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-03,20:14:00,Saturday,Evening,20,20:00–20:59
DSC2,93,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,2,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,88,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,96,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,97,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,102,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,90,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,BY Burundi,25 - 34,1,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
DSC2,104,SuccessfullyDeliveredEmail,2023-06-03 20:13:00,False,2,P10,X,Lost Package,C * DS,A,CG Democratic Republic of Congo,18 - 24,1,2023-06-03,20:13:00,Saturday,Evening,20,20:00–20:59
MSPC2,87,MessageRead,2023-06-03 05:01:00,False,2,B10,B,HIRING: Update,PC * MS,A,MW Malawi,25 - 34,1,2023-06-03,05:01:00,Saturday,Morning,05,05:00–05:59
MSPC2,93,MessageRead,2023-06-02 17:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,2,2023-06-02,17:07:00,Friday,Evening,17,17:00–17:59
MSPC2,97,MessageRead,2023-06-02 15:03:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,15:03:00,Friday,Afternoon,15,15:00–15:59
MSPC2,88,MessageRead,2023-06-02 13:34:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-02,13:34:00,Friday,Afternoon,13,13:00–13:59
MSPC2,102,MessageRead,2023-06-02 13:32:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,13:32:00,Friday,Afternoon,13,13:00–13:59
MSPC2,90,MessageRead,2023-06-02 13:17:00,False,2,B10,B,HIRING: Update,PC * MS,A,BY Burundi,25 - 34,1,2023-06-02,13:17:00,Friday,Afternoon,13,13:00–13:59
MSC2,89,MessageRead,2023-06-02 13:09:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-02,13:09:00,Friday,Afternoon,13,13:00–13:59
MSPC2,89,MessageRead,2023-06-02 13:08:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-02,13:08:00,Friday,Afternoon,13,13:00–13:59
MSPC2,86,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,92,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,93,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,2,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,88,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,89,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,91,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,65 - 74,3,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,94,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,65 - 74,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,87,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,MW Malawi,25 - 34,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,95,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,96,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,97,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,98,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,99,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,100,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,3,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,101,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,SS South Sudan,35 - 44,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,102,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,103,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,90,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,BY Burundi,25 - 34,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSPC2,104,SuccessfullyDeliveredEmail,2023-06-02 13:07:00,False,2,B10,B,HIRING: Update,PC * MS,A,CG Democratic Republic of Congo,18 - 24,1,2023-06-02,13:07:00,Friday,Afternoon,13,13:00–13:59
MSC2,90,MessageRead,2023-06-02 11:21:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,BY Burundi,25 - 34,1,2023-06-02,11:21:00,Friday,Morning,11,11:00–11:59
MSC1,90,MessageRead,2023-06-02 11:21:00,False,1,G07,B,UPDATE: Your Award,C * MS,A,BY Burundi,25 - 34,1,2023-06-02,11:21:00,Friday,Morning,11,11:00–11:59
DSPC1,90,MessageRead,2023-06-02 11:20:00,False,1,Y03,S,New Job Posting,PC * DS ,A,BY Burundi,25 - 34,1,2023-06-02,11:20:00,Friday,Morning,11,11:00–11:59
MSC2,87,MessageReplied,2023-06-01 16:50:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,MW Malawi,25 - 34,1,2023-06-01,16:50:00,Thursday,Afternoon,16,16:00–16:59
MSC2,87,MessageRead,2023-06-01 16:43:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,MW Malawi,25 - 34,1,2023-06-01,16:43:00,Thursday,Afternoon,16,16:00–16:59
DSC,88,MessageRead,2023-06-01 16:12:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-01,16:12:00,Thursday,Afternoon,16,16:00–16:59
DSPC1,88,MessageRead,2023-06-01 16:12:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-01,16:12:00,Thursday,Afternoon,16,16:00–16:59
MSC2,88,MessageRead,2023-06-01 16:11:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-01,16:11:00,Thursday,Afternoon,16,16:00–16:59
MSC2,86,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,92,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,93,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,2,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,88,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,2,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,89,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,91,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,65 - 74,3,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,94,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,65 - 74,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,87,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,MW Malawi,25 - 34,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,95,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,96,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,45 - 54,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,97,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,98,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,99,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,100,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,3,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,101,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,SS South Sudan,35 - 44,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,102,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,35 - 44,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,103,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,25 - 34,3,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,90,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,BY Burundi,25 - 34,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSC2,104,SuccessfullyDeliveredEmail,2023-06-01 15:10:00,False,2,G03,B,CLAIM YOUR SCHOLARSHIP,C * MS,A,CG Democratic Republic of Congo,18 - 24,1,2023-06-01,15:10:00,Thursday,Afternoon,15,15:00–15:59
MSPC1,90,MessageRead,2023-06-01 14:47:00,False,1,B07,S,HIRING UPDATE,PC * MS,A,BY Burundi,25 - 34,1,2023-06-01,14:47:00,Thursday,Afternoon,14,14:00–14:59
DSC,90,MessageRead,2023-06-01 14:47:00,False,1,P03,X,New Account Activity,C * DS,A,BY Burundi,25 - 34,1,2023-06-01,14:47:00,Thursday,Afternoon,14,14:00–14:59
DSPC1,87,MessageReplied,2023-06-01 13:57:00,False,1,Y03,S,New Job Posting,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-01,13:57:00,Thursday,Afternoon,13,13:00–13:59
DSPC1,87,EmailLinkClicked,2023-06-01 13:44:00,False,1,Y03,S,New Job Posting,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-01,13:44:00,Thursday,Afternoon,13,13:00–13:59
DSPC1,87,MessageRead,2023-06-01 13:43:00,False,1,Y03,S,New Job Posting,PC * DS ,A,MW Malawi,25 - 34,1,2023-06-01,13:43:00,Thursday,Afternoon,13,13:00–13:59
DSPC1,91,MessageRead,2023-05-31 20:42:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,65 - 74,3,2023-05-31,20:42:00,Wednesday,Evening,20,20:00–20:59
DSC,103,MessageRead,2023-05-31 17:27:00,False,1,P03,X,New Account Activity,C * DS,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-31,17:27:00,Wednesday,Evening,17,17:00–17:59
DSPC1,103,MessageRead,2023-05-31 15:00:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,3,2023-05-31,15:00:00,Wednesday,Afternoon,15,15:00–15:59
DSPC1,86,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
DSPC1,92,SuccessfullyDeliveredEmail,2023-05-31 14:13:00,False,1,Y03,S,New Job Posting,PC * DS ,A,CG Democratic Republic of Congo,25 - 34,1,2023-05-31,14:13:00,Wednesday,Afternoon,14,14:00–14:59
